employee_id,training_date,program,training_type,outcome,duration_days,cost,start_date,exit_date,termination_type,employee_status,department,is_effective,effective_spend,wasted_spend,has_left,spend_to_leaver,date_validity,is_valid_record,tenure_at_training_years,cost_per_day,training_month
2594,2022-12-01,Communication Skills,Internal,Failed,3,273.94,2023-07-24,,Unk,Active,Sales,False,0.0,273.94,False,0.0,before_hire,False,-0.64,91.31,2022-12
2595,2022-08-12,Customer Service,External,Failed,4,920.91,2019-10-08,,Unk,Active,Sales,False,0.0,920.91,False,0.0,valid,True,2.84,230.23,2022-08
2596,2023-02-22,Communication Skills,External,Incomplete,2,114.28,2021-10-16,2022-05-04,Voluntary,Active,Sales,False,0.0,114.28,True,114.28,after_exit,False,1.35,57.14,2023-02
2597,2022-10-22,Communication Skills,External,Passed,3,242.28,2020-04-03,,Unk,Active,Sales,True,242.28,0.0,False,0.0,valid,True,2.55,80.76,2022-10
2598,2022-12-14,Customer Service,External,Completed,3,420.06,2020-01-08,,Unk,Active,Sales,True,420.06,0.0,False,0.0,valid,True,2.93,140.02,2022-12
2599,2023-02-13,Customer Service,External,Failed,2,288.93,2022-03-27,2023-06-14,Voluntary,Active,Sales,False,0.0,288.93,True,288.93,valid,True,0.88,144.46,2023-02
2600,2023-05-14,Project Management,Internal,Completed,3,637.45,2018-09-18,,Unk,Active,Sales,True,637.45,0.0,False,0.0,valid,True,4.65,212.48,2023-05
2601,2023-06-29,Communication Skills,External,Failed,5,944.24,2019-11-29,2020-04-21,Involuntary,Active,Sales,False,0.0,944.24,True,944.24,after_exit,False,3.58,188.85,2023-06
2602,2022-12-25,Leadership Development,Internal,Failed,4,364.41,2019-04-16,2022-08-05,Involuntary,Active,Admin Offices,False,0.0,364.41,True,364.41,after_exit,False,3.69,91.1,2022-12
2603,2022-10-20,Communication Skills,Internal,Passed,5,605.84,2019-03-05,2019-10-12,Involuntary,Active,Sales,True,605.84,0.0,True,605.84,after_exit,False,3.63,121.17,2022-10
2604,2022-11-01,Leadership Development,Internal,Failed,5,990.59,2018-12-20,2020-05-29,Voluntary,Active,Sales,False,0.0,990.59,True,990.59,after_exit,False,3.87,198.12,2022-11
2605,2022-11-14,Project Management,External,Completed,4,549.19,2021-03-08,2023-05-29,Retirement,Active,Sales,True,549.19,0.0,True,549.19,valid,True,1.69,137.3,2022-11
2606,2022-11-15,Leadership Development,External,Incomplete,1,587.34,2020-10-23,,Unk,Active,Sales,False,0.0,587.34,False,0.0,valid,True,2.06,587.34,2022-11
2607,2022-12-26,Technical Skills,External,Completed,3,918.96,2019-03-29,,Unk,Active,Sales,True,918.96,0.0,False,0.0,valid,True,3.75,306.32,2022-12
2608,2023-01-21,Project Management,Internal,Incomplete,2,525.41,2020-10-25,,Unk,Active,Sales,False,0.0,525.41,False,0.0,valid,True,2.24,262.7,2023-01
2609,2022-09-04,Communication Skills,External,Passed,1,484.08,2019-12-06,2021-07-18,Retirement,Active,Sales,True,484.08,0.0,True,484.08,after_exit,False,2.75,484.08,2022-09
2610,2023-06-25,Customer Service,External,Passed,5,184.63,2022-09-23,2023-01-25,Retirement,Active,Sales,True,184.63,0.0,True,184.63,after_exit,False,0.75,36.93,2023-06
2611,2022-10-29,Customer Service,Internal,Failed,3,793.77,2019-12-26,2022-06-04,Voluntary,Active,Sales,False,0.0,793.77,True,793.77,after_exit,False,2.84,264.59,2022-10
2612,2023-04-23,Customer Service,Internal,Completed,3,301.02,2018-08-27,2019-12-19,Retirement,Active,Sales,True,301.02,0.0,True,301.02,after_exit,False,4.65,100.34,2023-04
2613,2022-10-28,Leadership Development,Internal,Failed,3,253.86,2022-12-12,2023-03-07,Resignation,Active,Sales,False,0.0,253.86,True,253.86,before_hire,False,-0.12,84.62,2022-10
2614,2022-11-09,Project Management,External,Completed,2,468.59,2021-05-13,,Unk,Active,Sales,True,468.59,0.0,False,0.0,valid,True,1.49,234.3,2022-11
2615,2023-03-10,Leadership Development,Internal,Completed,5,689.87,2021-03-31,,Unk,Active,Sales,True,689.87,0.0,False,0.0,valid,True,1.94,137.97,2023-03
2616,2023-04-16,Customer Service,External,Failed,5,428.33,2019-08-14,2022-09-04,Involuntary,Active,Sales,False,0.0,428.33,True,428.33,after_exit,False,3.67,85.67,2023-04
2617,2023-07-24,Project Management,External,Completed,2,806.47,2020-08-02,2022-12-30,Retirement,Active,Sales,True,806.47,0.0,True,806.47,after_exit,False,2.97,403.24,2023-07
2618,2023-01-23,Communication Skills,Internal,Passed,3,399.63,2019-06-04,,Unk,Active,Admin Offices,True,399.63,0.0,False,0.0,valid,True,3.64,133.21,2023-01
2619,2022-12-30,Technical Skills,Internal,Completed,3,440.24,2020-06-17,2022-02-08,Involuntary,Active,Sales,True,440.24,0.0,True,440.24,after_exit,False,2.54,146.75,2022-12
2620,2023-01-24,Communication Skills,External,Passed,1,485.2,2021-03-04,,Unk,Active,Sales,True,485.2,0.0,False,0.0,valid,True,1.89,485.2,2023-01
2621,2023-03-03,Project Management,Internal,Incomplete,2,451.56,2018-09-14,,Unk,Active,Sales,False,0.0,451.56,False,0.0,valid,True,4.47,225.78,2023-03
2622,2022-12-08,Leadership Development,External,Passed,5,159.37,2020-07-20,,Unk,Active,Sales,True,159.37,0.0,False,0.0,valid,True,2.38,31.87,2022-12
2623,2022-08-28,Leadership Development,Internal,Incomplete,4,310.28,2020-05-21,2021-06-13,Involuntary,Active,Sales,False,0.0,310.28,True,310.28,after_exit,False,2.27,77.57,2022-08
2624,2022-11-04,Customer Service,Internal,Incomplete,2,227.91,2023-06-11,2023-07-28,Retirement,Active,Sales,False,0.0,227.91,True,227.91,before_hire,False,-0.6,113.96,2022-11
2625,2022-10-01,Technical Skills,Internal,Failed,3,379.25,2022-11-27,2023-05-19,Retirement,Active,Sales,False,0.0,379.25,True,379.25,before_hire,False,-0.16,126.42,2022-10
2626,2023-01-05,Technical Skills,Internal,Incomplete,3,197.3,2020-03-02,2022-05-27,Resignation,Active,Sales,False,0.0,197.3,True,197.3,after_exit,False,2.84,65.77,2023-01
2627,2022-08-18,Customer Service,Internal,Completed,4,862.64,2023-01-29,2023-05-24,Retirement,Active,Sales,True,862.64,0.0,True,862.64,before_hire,False,-0.45,215.66,2022-08
2628,2022-09-05,Technical Skills,Internal,Passed,1,896.12,2021-12-07,,Unk,Active,Sales,True,896.12,0.0,False,0.0,valid,True,0.74,896.12,2022-09
2629,2023-01-05,Communication Skills,External,Completed,4,750.65,2023-03-19,2023-07-11,Retirement,Active,Sales,True,750.65,0.0,True,750.65,before_hire,False,-0.2,187.66,2023-01
2630,2022-09-07,Technical Skills,External,Incomplete,4,424.19,2022-06-10,2023-02-14,Involuntary,Active,Sales,False,0.0,424.19,True,424.19,valid,True,0.24,106.05,2022-09
2631,2022-10-11,Customer Service,External,Incomplete,4,775.32,2021-03-03,,Unk,Active,Sales,False,0.0,775.32,False,0.0,valid,True,1.61,193.83,2022-10
2632,2023-04-19,Customer Service,External,Incomplete,2,209.47,2022-03-06,,Unk,Active,Sales,False,0.0,209.47,False,0.0,valid,True,1.12,104.74,2023-04
2633,2023-02-09,Project Management,Internal,Completed,2,859.39,2022-08-08,,Unk,Active,Sales,True,859.39,0.0,False,0.0,valid,True,0.51,429.7,2023-02
2634,2023-05-26,Project Management,External,Completed,1,532.85,2023-03-12,,Unk,Active,Sales,True,532.85,0.0,False,0.0,valid,True,0.21,532.85,2023-05
2635,2023-02-03,Communication Skills,External,Passed,2,136.6,2019-05-01,2023-02-16,Voluntary,Active,Admin Offices,True,136.6,0.0,True,136.6,valid,True,3.76,68.3,2023-02
2636,2023-07-14,Communication Skills,Internal,Passed,4,483.54,2018-09-13,2020-11-04,Resignation,Active,Sales,True,483.54,0.0,True,483.54,after_exit,False,4.83,120.88,2023-07
2637,2023-04-24,Communication Skills,Internal,Completed,1,709.79,2022-11-16,,Unk,Active,Sales,True,709.79,0.0,False,0.0,valid,True,0.44,709.79,2023-04
2638,2023-05-28,Technical Skills,External,Passed,2,152.85,2021-11-20,2023-03-17,Voluntary,Active,Sales,True,152.85,0.0,True,152.85,after_exit,False,1.52,76.42,2023-05
2639,2023-02-19,Project Management,Internal,Completed,4,977.29,2020-09-29,,Unk,Active,Sales,True,977.29,0.0,False,0.0,valid,True,2.39,244.32,2023-02
2640,2023-02-20,Project Management,Internal,Failed,4,237.14,2021-08-28,2022-09-06,Voluntary,Active,Sales,False,0.0,237.14,True,237.14,after_exit,False,1.48,59.28,2023-02
2641,2022-08-25,Technical Skills,Internal,Passed,5,637.84,2021-04-28,2022-03-22,Voluntary,Active,Sales,True,637.84,0.0,True,637.84,after_exit,False,1.33,127.57,2022-08
2642,2023-07-01,Project Management,Internal,Completed,1,889.73,2022-06-15,2023-05-05,Voluntary,Active,Sales,True,889.73,0.0,True,889.73,after_exit,False,1.04,889.73,2023-07
2643,2023-06-15,Project Management,Internal,Failed,2,357.94,2022-04-15,2022-10-10,Voluntary,Active,Sales,False,0.0,357.94,True,357.94,after_exit,False,1.17,178.97,2023-06
2644,2023-04-01,Customer Service,Internal,Incomplete,1,150.96,2020-07-19,2021-04-10,Involuntary,Active,Sales,False,0.0,150.96,True,150.96,after_exit,False,2.7,150.96,2023-04
2645,2022-11-02,Technical Skills,Internal,Completed,2,933.2,2020-07-02,,Unk,Active,Sales,True,933.2,0.0,False,0.0,valid,True,2.34,466.6,2022-11
2646,2023-07-15,Project Management,External,Failed,3,378.6,2019-08-04,,Unk,Active,Sales,False,0.0,378.6,False,0.0,valid,True,3.95,126.2,2023-07
2647,2023-01-28,Project Management,Internal,Completed,5,162.93,2019-01-09,,Unk,Active,Sales,True,162.93,0.0,False,0.0,valid,True,4.05,32.59,2023-01
2648,2023-03-07,Project Management,External,Incomplete,3,294.91,2022-10-01,,Unk,Active,Sales,False,0.0,294.91,False,0.0,valid,True,0.43,98.3,2023-03
2649,2022-09-25,Communication Skills,Internal,Passed,1,836.76,2020-09-28,2023-06-02,Retirement,Active,Sales,True,836.76,0.0,True,836.76,valid,True,1.99,836.76,2022-09
2650,2022-08-29,Communication Skills,Internal,Passed,1,136.23,2018-11-15,,Unk,Active,Sales,True,136.23,0.0,False,0.0,valid,True,3.79,136.23,2022-08
2651,2023-06-12,Customer Service,External,Completed,3,236.69,2020-11-24,,Unk,Active,Sales,True,236.69,0.0,False,0.0,valid,True,2.55,78.9,2023-06
2652,2022-10-23,Customer Service,External,Incomplete,1,424.44,2023-07-09,2023-07-14,Voluntary,Active,Sales,False,0.0,424.44,True,424.44,before_hire,False,-0.71,424.44,2022-10
2653,2023-01-24,Technical Skills,Internal,Incomplete,3,139.71,2023-04-20,2023-05-08,Retirement,Active,Sales,False,0.0,139.71,True,139.71,before_hire,False,-0.24,46.57,2023-01
2654,2023-03-18,Communication Skills,External,Passed,3,428.13,2019-08-22,2020-01-07,Resignation,Active,Sales,True,428.13,0.0,True,428.13,after_exit,False,3.57,142.71,2023-03
2655,2023-05-31,Project Management,External,Incomplete,3,972.66,2022-08-02,2023-04-07,Voluntary,Active,Sales,False,0.0,972.66,True,972.66,after_exit,False,0.83,324.22,2023-05
2656,2023-02-25,Communication Skills,External,Failed,1,877.57,2018-10-31,2020-01-23,Voluntary,Active,Sales,False,0.0,877.57,True,877.57,after_exit,False,4.32,877.57,2023-02
2657,2023-05-08,Project Management,External,Failed,3,751.13,2021-11-23,2022-07-20,Voluntary,Active,Sales,False,0.0,751.13,True,751.13,after_exit,False,1.45,250.38,2023-05
2658,2023-06-29,Technical Skills,External,Passed,1,471.89,2023-07-01,2023-07-21,Involuntary,Active,Sales,True,471.89,0.0,True,471.89,before_hire,False,-0.01,471.89,2023-06
2659,2022-08-30,Customer Service,External,Failed,3,957.63,2022-07-18,,Unk,Active,Sales,False,0.0,957.63,False,0.0,valid,True,0.12,319.21,2022-08
2660,2022-09-07,Project Management,External,Passed,1,788.33,2019-08-09,,Unk,Active,Sales,True,788.33,0.0,False,0.0,valid,True,3.08,788.33,2022-09
2661,2023-01-12,Communication Skills,Internal,Completed,4,220.32,2021-07-06,,Unk,Active,Sales,True,220.32,0.0,False,0.0,valid,True,1.52,55.08,2023-01
2662,2023-03-10,Project Management,External,Completed,5,406.1,2021-02-02,,Unk,Active,Sales,True,406.1,0.0,False,0.0,valid,True,2.1,81.22,2023-03
2663,2022-12-17,Customer Service,External,Passed,4,819.64,2023-01-06,2023-04-25,Resignation,Active,Sales,True,819.64,0.0,True,819.64,before_hire,False,-0.05,204.91,2022-12
2664,2022-09-13,Project Management,External,Incomplete,3,355.84,2021-11-13,,Unk,Active,Sales,False,0.0,355.84,False,0.0,valid,True,0.83,118.61,2022-09
2665,2022-09-03,Communication Skills,Internal,Completed,4,786.38,2020-03-15,,Unk,Active,Sales,True,786.38,0.0,False,0.0,valid,True,2.47,196.6,2022-09
2666,2023-02-02,Project Management,Internal,Failed,2,460.62,2018-11-07,2022-01-08,Retirement,Active,Sales,False,0.0,460.62,True,460.62,after_exit,False,4.24,230.31,2023-02
2667,2023-02-05,Leadership Development,External,Passed,4,821.39,2019-10-03,2021-08-25,Retirement,Active,Sales,True,821.39,0.0,True,821.39,after_exit,False,3.34,205.35,2023-02
2668,2023-01-19,Project Management,Internal,Passed,3,968.31,2022-08-12,2023-04-16,Resignation,Active,Sales,True,968.31,0.0,True,968.31,valid,True,0.44,322.77,2023-01
2669,2023-03-17,Project Management,Internal,Completed,3,912.22,2018-12-22,,Unk,Active,Sales,True,912.22,0.0,False,0.0,valid,True,4.23,304.07,2023-03
2670,2023-06-28,Project Management,External,Completed,4,144.83,2021-03-27,,Unk,Active,Sales,True,144.83,0.0,False,0.0,valid,True,2.25,36.21,2023-06
2671,2023-01-14,Project Management,Internal,Passed,4,425.59,2022-07-18,,Unk,Active,Sales,True,425.59,0.0,False,0.0,valid,True,0.49,106.4,2023-01
2672,2023-07-18,Project Management,Internal,Incomplete,2,118.43,2020-04-09,2023-05-06,Involuntary,Active,Sales,False,0.0,118.43,True,118.43,after_exit,False,3.27,59.22,2023-07
2673,2023-05-11,Customer Service,Internal,Incomplete,2,281.27,2022-01-07,,Unk,Active,Sales,False,0.0,281.27,False,0.0,valid,True,1.34,140.64,2023-05
2674,2023-04-05,Customer Service,External,Incomplete,5,283.65,2022-07-15,,Unk,Active,Sales,False,0.0,283.65,False,0.0,valid,True,0.72,56.73,2023-04
2675,2022-10-07,Customer Service,Internal,Completed,3,475.75,2020-11-29,2022-07-16,Resignation,Active,Sales,True,475.75,0.0,True,475.75,after_exit,False,1.85,158.58,2022-10
2676,2022-10-11,Leadership Development,External,Failed,3,188.07,2019-03-20,2020-09-23,Resignation,Active,Sales,False,0.0,188.07,True,188.07,after_exit,False,3.56,62.69,2022-10
2677,2022-12-30,Technical Skills,External,Incomplete,4,843.69,2019-03-16,2022-01-08,Resignation,Active,Sales,False,0.0,843.69,True,843.69,after_exit,False,3.79,210.92,2022-12
2678,2023-04-06,Project Management,External,Failed,3,166.28,2021-05-30,,Unk,Active,Sales,False,0.0,166.28,False,0.0,valid,True,1.85,55.43,2023-04
2679,2022-08-17,Communication Skills,External,Completed,2,119.62,2022-11-17,,Unk,Active,Sales,True,119.62,0.0,False,0.0,before_hire,False,-0.25,59.81,2022-08
2680,2023-05-11,Customer Service,Internal,Failed,2,400.81,2020-12-25,2021-10-04,Involuntary,Active,Sales,False,0.0,400.81,True,400.81,after_exit,False,2.37,200.4,2023-05
2681,2023-01-26,Leadership Development,Internal,Completed,1,318.38,2020-06-16,2021-08-13,Involuntary,Active,Sales,True,318.38,0.0,True,318.38,after_exit,False,2.61,318.38,2023-01
2682,2023-05-05,Communication Skills,External,Failed,3,238.12,2020-07-28,,Unk,Active,Sales,False,0.0,238.12,False,0.0,valid,True,2.77,79.37,2023-05
2683,2022-08-26,Technical Skills,External,Passed,2,412.34,2021-12-31,,Unk,Active,Sales,True,412.34,0.0,False,0.0,valid,True,0.65,206.17,2022-08
2684,2023-01-23,Communication Skills,Internal,Passed,5,776.58,2022-02-07,2023-03-02,Retirement,Active,Sales,True,776.58,0.0,True,776.58,valid,True,0.96,155.32,2023-01
2685,2023-02-07,Project Management,External,Passed,4,231.34,2021-11-23,2022-03-29,Resignation,Active,Sales,True,231.34,0.0,True,231.34,after_exit,False,1.21,57.84,2023-02
2686,2022-11-12,Project Management,External,Completed,1,278.7,2021-08-15,,Unk,Active,Sales,True,278.7,0.0,False,0.0,valid,True,1.24,278.7,2022-11
2687,2023-07-20,Technical Skills,External,Incomplete,1,272.22,2021-06-21,,Unk,Active,Sales,False,0.0,272.22,False,0.0,valid,True,2.08,272.22,2023-07
2688,2022-11-18,Customer Service,External,Completed,2,638.6,2021-02-13,,Unk,Active,Sales,True,638.6,0.0,False,0.0,valid,True,1.76,319.3,2022-11
2689,2023-07-12,Project Management,External,Passed,1,812.6,2020-12-28,,Unk,Active,Sales,True,812.6,0.0,False,0.0,valid,True,2.54,812.6,2023-07
2690,2023-02-23,Technical Skills,External,Completed,1,134.11,2022-04-12,2022-09-02,Involuntary,Active,Sales,True,134.11,0.0,True,134.11,after_exit,False,0.87,134.11,2023-02
2691,2022-12-29,Project Management,External,Failed,3,934.3,2019-01-02,,Unk,Active,Sales,False,0.0,934.3,False,0.0,valid,True,3.99,311.43,2022-12
2692,2023-05-30,Communication Skills,External,Completed,1,614.11,2020-08-01,2022-10-01,Voluntary,Active,Sales,True,614.11,0.0,True,614.11,after_exit,False,2.83,614.11,2023-05
2693,2023-05-16,Project Management,External,Failed,2,175.75,2020-10-14,,Unk,Active,Sales,False,0.0,175.75,False,0.0,valid,True,2.58,87.88,2023-05
2694,2022-08-08,Customer Service,External,Failed,2,167.34,2023-05-26,2023-07-14,Involuntary,Active,Sales,False,0.0,167.34,True,167.34,before_hire,False,-0.8,83.67,2022-08
2695,2023-01-25,Customer Service,External,Passed,2,123.83,2021-08-26,2022-11-25,Retirement,Active,Sales,True,123.83,0.0,True,123.83,after_exit,False,1.42,61.92,2023-01
2696,2023-03-29,Technical Skills,External,Incomplete,2,932.48,2022-11-20,2023-02-08,Retirement,Active,Sales,False,0.0,932.48,True,932.48,after_exit,False,0.35,466.24,2023-03
2697,2023-02-19,Project Management,Internal,Completed,4,714.81,2020-02-22,,Unk,Active,Sales,True,714.81,0.0,False,0.0,valid,True,2.99,178.7,2023-02
2698,2022-12-12,Project Management,Internal,Incomplete,3,152.78,2021-04-04,,Unk,Active,Sales,False,0.0,152.78,False,0.0,valid,True,1.69,50.93,2022-12
2699,2023-01-31,Technical Skills,External,Incomplete,2,717.16,2023-08-05,,Unk,Active,Sales,False,0.0,717.16,False,0.0,before_hire,False,-0.51,358.58,2023-01
2700,2023-06-29,Technical Skills,External,Failed,1,272.59,2023-01-10,2023-08-06,Resignation,Active,Sales,False,0.0,272.59,True,272.59,valid,True,0.47,272.59,2023-06
2701,2023-04-20,Leadership Development,External,Incomplete,5,155.14,2019-04-19,,Unk,Active,Sales,False,0.0,155.14,False,0.0,valid,True,4.0,31.03,2023-04
2702,2022-09-05,Communication Skills,Internal,Completed,1,328.74,2019-10-02,,Unk,Active,Sales,True,328.74,0.0,False,0.0,valid,True,2.93,328.74,2022-09
2703,2023-03-31,Leadership Development,Internal,Passed,2,775.58,2018-11-14,,Unk,Active,Sales,True,775.58,0.0,False,0.0,valid,True,4.38,387.79,2023-03
2704,2022-12-10,Leadership Development,Internal,Incomplete,2,499.97,2020-01-27,2022-06-19,Voluntary,Active,Sales,False,0.0,499.97,True,499.97,after_exit,False,2.87,249.98,2022-12
2705,2023-05-24,Communication Skills,External,Incomplete,1,826.31,2018-11-04,,Unk,Active,Sales,False,0.0,826.31,False,0.0,valid,True,4.55,826.31,2023-05
2706,2023-03-28,Leadership Development,Internal,Failed,5,258.38,2018-12-13,2019-01-13,Involuntary,Active,Sales,False,0.0,258.38,True,258.38,after_exit,False,4.29,51.68,2023-03
2707,2022-11-16,Customer Service,External,Incomplete,3,412.09,2022-11-28,,Unk,Active,Sales,False,0.0,412.09,False,0.0,before_hire,False,-0.03,137.36,2022-11
2708,2022-12-04,Leadership Development,Internal,Failed,5,294.23,2022-06-08,2022-08-07,Involuntary,Active,Sales,False,0.0,294.23,True,294.23,after_exit,False,0.49,58.85,2022-12
2709,2022-10-15,Technical Skills,Internal,Failed,2,415.45,2022-04-03,,Unk,Active,Sales,False,0.0,415.45,False,0.0,valid,True,0.53,207.72,2022-10
2710,2023-07-20,Customer Service,Internal,Failed,5,807.71,2022-02-28,,Unk,Active,Sales,False,0.0,807.71,False,0.0,valid,True,1.39,161.54,2023-07
2711,2022-09-13,Leadership Development,Internal,Completed,1,408.39,2021-08-19,,Unk,Active,Sales,True,408.39,0.0,False,0.0,valid,True,1.07,408.39,2022-09
2712,2023-01-30,Communication Skills,External,Passed,1,741.6,2018-08-19,,Unk,Active,Sales,True,741.6,0.0,False,0.0,valid,True,4.45,741.6,2023-01
2713,2023-04-09,Technical Skills,External,Completed,3,193.48,2019-10-15,,Unk,Active,Sales,True,193.48,0.0,False,0.0,valid,True,3.48,64.49,2023-04
2714,2023-01-08,Technical Skills,Internal,Incomplete,5,831.09,2023-02-23,2023-04-20,Resignation,Active,Sales,False,0.0,831.09,True,831.09,before_hire,False,-0.13,166.22,2023-01
2715,2022-10-14,Customer Service,External,Completed,5,573.56,2023-02-01,,Unk,Active,Sales,True,573.56,0.0,False,0.0,before_hire,False,-0.3,114.71,2022-10
2716,2023-01-16,Leadership Development,Internal,Completed,4,247.11,2023-05-07,,Unk,Active,Sales,True,247.11,0.0,False,0.0,before_hire,False,-0.3,61.78,2023-01
2717,2023-03-25,Communication Skills,Internal,Passed,5,866.13,2020-05-26,,Unk,Active,Sales,True,866.13,0.0,False,0.0,valid,True,2.83,173.23,2023-03
2718,2022-11-13,Project Management,Internal,Incomplete,5,760.24,2022-02-09,,Unk,Active,Sales,False,0.0,760.24,False,0.0,valid,True,0.76,152.05,2022-11
2719,2023-07-25,Leadership Development,Internal,Passed,5,992.93,2022-06-20,2023-03-23,Voluntary,Active,Sales,True,992.93,0.0,True,992.93,after_exit,False,1.1,198.59,2023-07
2720,2023-05-09,Customer Service,External,Failed,2,960.4,2022-01-08,2022-09-03,Retirement,Active,Sales,False,0.0,960.4,True,960.4,after_exit,False,1.33,480.2,2023-05
2721,2022-10-19,Project Management,Internal,Incomplete,4,173.54,2020-03-01,,Unk,Active,Sales,False,0.0,173.54,False,0.0,valid,True,2.63,43.38,2022-10
2722,2023-07-17,Leadership Development,External,Passed,1,334.08,2020-10-05,,Unk,Active,Sales,True,334.08,0.0,False,0.0,valid,True,2.78,334.08,2023-07
2723,2023-07-22,Leadership Development,External,Incomplete,3,763.23,2021-05-12,2022-07-01,Voluntary,Active,Sales,False,0.0,763.23,True,763.23,after_exit,False,2.19,254.41,2023-07
2724,2023-06-03,Leadership Development,External,Completed,2,611.51,2023-01-01,2023-07-05,Involuntary,Active,Sales,True,611.51,0.0,True,611.51,valid,True,0.42,305.76,2023-06
2725,2022-12-29,Technical Skills,Internal,Incomplete,2,354.21,2019-11-18,,Unk,Active,Sales,False,0.0,354.21,False,0.0,valid,True,3.11,177.1,2022-12
2726,2023-01-16,Customer Service,External,Passed,3,502.39,2021-05-12,2021-11-07,Retirement,Active,Sales,True,502.39,0.0,True,502.39,after_exit,False,1.68,167.46,2023-01
2727,2022-12-31,Communication Skills,Internal,Incomplete,2,687.99,2020-02-14,2021-12-21,Resignation,Active,Sales,False,0.0,687.99,True,687.99,after_exit,False,2.88,344.0,2022-12
2728,2023-01-27,Project Management,Internal,Completed,5,877.47,2020-05-08,2023-03-28,Involuntary,Active,Sales,True,877.47,0.0,True,877.47,valid,True,2.72,175.49,2023-01
2729,2023-07-06,Leadership Development,External,Passed,2,700.04,2018-12-10,,Unk,Active,Sales,True,700.04,0.0,False,0.0,valid,True,4.57,350.02,2023-07
2730,2023-05-20,Project Management,External,Incomplete,5,486.43,2021-12-08,,Unk,Active,Sales,False,0.0,486.43,False,0.0,valid,True,1.45,97.29,2023-05
2731,2023-04-20,Technical Skills,Internal,Failed,1,897.96,2019-01-31,,Unk,Active,Sales,False,0.0,897.96,False,0.0,valid,True,4.22,897.96,2023-04
2732,2023-02-23,Customer Service,Internal,Completed,3,147.28,2022-08-31,2023-04-27,Retirement,Active,Sales,True,147.28,0.0,True,147.28,valid,True,0.48,49.09,2023-02
2733,2023-02-12,Leadership Development,Internal,Completed,5,612.96,2022-02-01,,Unk,Active,Sales,True,612.96,0.0,False,0.0,valid,True,1.03,122.59,2023-02
2734,2023-02-22,Communication Skills,External,Completed,5,953.92,2020-12-02,,Unk,Active,Sales,True,953.92,0.0,False,0.0,valid,True,2.22,190.78,2023-02
2735,2022-11-12,Leadership Development,External,Incomplete,1,519.23,2020-10-16,,Unk,Active,Sales,False,0.0,519.23,False,0.0,valid,True,2.07,519.23,2022-11
2736,2023-03-05,Technical Skills,Internal,Passed,1,297.94,2020-05-27,,Unk,Active,Sales,True,297.94,0.0,False,0.0,valid,True,2.77,297.94,2023-03
2737,2023-04-18,Communication Skills,Internal,Failed,5,317.55,2021-08-20,2021-10-09,Retirement,Active,Sales,False,0.0,317.55,True,317.55,after_exit,False,1.66,63.51,2023-04
2738,2022-10-01,Communication Skills,Internal,Incomplete,5,880.42,2019-02-07,2019-03-25,Involuntary,Active,Sales,False,0.0,880.42,True,880.42,after_exit,False,3.65,176.08,2022-10
2739,2022-08-21,Customer Service,Internal,Completed,1,457.71,2021-02-18,2021-11-26,Resignation,Active,Sales,True,457.71,0.0,True,457.71,after_exit,False,1.5,457.71,2022-08
2740,2023-05-17,Communication Skills,Internal,Completed,3,200.27,2022-12-02,,Unk,Active,Sales,True,200.27,0.0,False,0.0,valid,True,0.45,66.76,2023-05
2741,2022-09-26,Technical Skills,External,Failed,5,573.08,2021-07-29,2022-05-05,Resignation,Active,Sales,False,0.0,573.08,True,573.08,after_exit,False,1.16,114.62,2022-09
2742,2022-09-05,Communication Skills,Internal,Incomplete,4,785.39,2022-04-23,2022-12-16,Retirement,Active,Sales,False,0.0,785.39,True,785.39,valid,True,0.37,196.35,2022-09
2743,2023-04-20,Technical Skills,Internal,Failed,3,437.36,2021-07-31,2022-04-07,Voluntary,Active,Sales,False,0.0,437.36,True,437.36,after_exit,False,1.72,145.79,2023-04
2744,2022-10-29,Technical Skills,External,Incomplete,5,955.17,2020-06-12,,Unk,Active,Sales,False,0.0,955.17,False,0.0,valid,True,2.38,191.03,2022-10
2745,2022-10-12,Technical Skills,Internal,Failed,3,542.56,2019-01-25,,Unk,Active,Sales,False,0.0,542.56,False,0.0,valid,True,3.71,180.85,2022-10
2746,2023-02-12,Project Management,External,Incomplete,5,399.23,2020-10-24,2023-04-08,Involuntary,Voluntarily Terminated,Sales,False,0.0,399.23,True,399.23,valid,True,2.3,79.85,2023-02
2747,2022-10-15,Technical Skills,External,Failed,2,677.74,2018-08-18,2019-02-28,Voluntary,Active,Production,False,0.0,677.74,True,677.74,after_exit,False,4.16,338.87,2022-10
2748,2023-01-14,Project Management,External,Completed,2,301.42,2022-07-11,,Unk,Active,Production,True,301.42,0.0,False,0.0,valid,True,0.51,150.71,2023-01
2749,2022-11-19,Customer Service,External,Failed,5,149.65,2018-11-15,2018-11-19,Retirement,Voluntarily Terminated,Production,False,0.0,149.65,True,149.65,after_exit,False,4.01,29.93,2022-11
2750,2023-02-27,Customer Service,Internal,Passed,1,462.45,2022-06-04,,Unk,Active,Production,True,462.45,0.0,False,0.0,valid,True,0.73,462.45,2023-02
2751,2023-02-15,Communication Skills,External,Incomplete,2,585.76,2018-10-27,2019-07-10,Retirement,Leave of Absence,Production,False,0.0,585.76,True,585.76,after_exit,False,4.3,292.88,2023-02
